subjek,kategori,tabel_ringkas,tabel_lengkap,endpoint
Statistik Demografi dan Sosial,Konsumsi dan Pendapatan,"Rata-Rata Pengeluaran per Kapita Sebulan di Daerah Perdesaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan, 2000-2012","Rata-Rata Pengeluaran per Kapita Sebulan di Daerah Perdesaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan, 2000-2012",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/961/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Konsumsi dan Pendapatan,"Rata-Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan dan Perdesaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan, 2000-2012","Rata-Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan dan Perdesaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan, 2000-2012",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/963/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Konsumsi dan Pendapatan,"Rata-Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan, 2000-2012","Rata-Rata Pengeluaran per Kapita Sebulan di Daerah Perkotaan Menurut Kelompok Barang dan Golongan Pengeluaran per Kapita Sebulan, 2000-2012",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/959/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Perlindungan Sosial,"Jumlah Keluarga Penerima Manfaat (KPM) dan Anggaran Bantuan Sosial Pangan Menurut Provinsi, 2018 - 2024","Jumlah Keluarga Penerima Manfaat (KPM) dan Anggaran Bantuan Sosial Pangan Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2024/id_tabel/Mkt1SFdWbWdZa1hKZ2FtRU1NaHRsUT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Perlindungan Sosial,"Persentase Rencana Anggaran Untuk Belanja Fungsi Perlindungan Sosial Pemerintah Pusat (Persen), 2013 - 2019","Persentase Rencana Anggaran Untuk Belanja Fungsi Perlindungan Sosial Pemerintah Pusat (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1611/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Perlindungan Sosial,"Jumlah Penduduk Yang Dicakup Asuransi Kesehatan Atau Sistem Kesehatan Masyarakat per 1000 Penduduk, 2014 - 2018","Jumlah Penduduk Yang Dicakup Asuransi Kesehatan Atau Sistem Kesehatan Masyarakat per 1000 Penduduk, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1434/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Daerah Tempat Tinggal , Kelompok Umur, Jenis Kelamin Kepala Rumah Tangga, dan Status Perkawinan, 2009-2024","Persentase Rumah Tangga menurut Daerah Tempat Tinggal , Kelompok Umur, Jenis Kelamin Kepala Rumah Tangga, dan Status Perkawinan, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1605/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Daerah Tempat Tinggal, dan Jenis Kelamin Kepala Rumah Tangga, 2009-2024","Persentase Rumah Tangga menurut Provinsi, Daerah Tempat Tinggal, dan Jenis Kelamin Kepala Rumah Tangga, 2009-2024",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1604/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menggunakan Layanan Sanitasi yang Dikelola Secara Aman Menurut Provinsi dan Tipe Daerah (Persen), 2020 - 2024","Persentase Rumah Tangga Menggunakan Layanan Sanitasi yang Dikelola Secara Aman Menurut Provinsi dan Tipe Daerah (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2179/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi, Klasifikasi Desa, dan Bahan Bangunan Utama Atap Rumah Terluas bukan Jerami/Ijuk/Daun/Rumbia/Lainnya (Persen), 2009 - 2024","Persentase Rumah Tangga Menurut Provinsi, Klasifikasi Desa, dan Bahan Bangunan Utama Atap Rumah Terluas bukan Jerami/Ijuk/Daun/Rumbia/Lainnya (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/855/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Bahan Bangunan Utama Atap Rumah Terluas bukan Jerami/Ijuk/Daun/Rumbia/Lainnya (Persen), 1993 - 2024","Persentase Rumah Tangga Menurut Provinsi dan Bahan Bangunan Utama Atap Rumah Terluas bukan Jerami/Ijuk/Daun/Rumbia/Lainnya (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/846/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,Indikator Perumahan 1993-2024,Indikator Perumahan 1993-2024,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1537/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Bahan Bangunan Utama Dinding Rumah Terluas bukan Bambu/Anyaman Bambu/Lainnya (Persen), 1993 - 2024","Persentase Rumah Tangga Menurut Provinsi dan Bahan Bangunan Utama Dinding Rumah Terluas bukan Bambu/Anyaman Bambu/Lainnya (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/851/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Bahan Bangunan Utama Dinding Rumah Terluas bukan Bambu/lainnya (Persen), 2009 - 2024","Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Bahan Bangunan Utama Dinding Rumah Terluas bukan Bambu/lainnya (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/833/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi dan Lantai Terluas bukan Tanah (Persen), 1993 - 2024","Persentase Rumah Tangga menurut Provinsi dan Lantai Terluas bukan Tanah (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/848/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi, Klasifikasi Desa, dan Bahan Bangunan Utama Lantai Rumah Terluas bukan Tanah (Persen), 2009 - 2024","Persentase Rumah Tangga Menurut Provinsi, Klasifikasi Desa, dan Bahan Bangunan Utama Lantai Rumah Terluas bukan Tanah (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/852/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Luas Lantai per Kapita Rumah Bangunan Tempat Tinggal Kurang Dari Sama Dengan 7,2 Meter Persegi (Persen), 2009 - 2024","Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Luas Lantai per Kapita Rumah Bangunan Tempat Tinggal Kurang Dari Sama Dengan 7,2 Meter Persegi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/844/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Masih Mempraktikkan Buang Air Besar Sembarangan (BABS) di Tempat Terbuka menurut Provinsi dan Klasifikasi Desa (Persen), 2020 - 2024","Persentase Rumah Tangga yang Masih Mempraktikkan Buang Air Besar Sembarangan (BABS) di Tempat Terbuka menurut Provinsi dan Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2176/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi dan Jenis Dinding Terluas yang Layak (Persen), 2022 - 2024","Persentase Rumah Tangga menurut Provinsi dan Jenis Dinding Terluas yang Layak (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2143/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Menempati Rumah yang Memenuhi Syarat Ketahanan Bangunan Menurut Provinsi dan Klasifikasi Desa (Persen), 2020 - 2024","Persentase Rumah Tangga yang Menempati Rumah yang Memenuhi Syarat Ketahanan Bangunan Menurut Provinsi dan Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2177/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Jenis Atap Terluas yang Layak (Persen), 2022 - 2024","Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Jenis Atap Terluas yang Layak (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2146/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Jenis Lantai Terluas yang Layak (Persen), 2019 - 2024","Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Jenis Lantai Terluas yang Layak (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2141/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Jenis Dinding Terluas yang Layak (Persen), 2022 - 2024","Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Jenis Dinding Terluas yang Layak (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2144/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi dan Jenis Atap Terluas yang Layak (Persen), 2022 - 2024","Persentase Rumah Tangga menurut Provinsi dan Jenis Atap Terluas yang Layak (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2142/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses terhadap Sumber Air Minum Layak Menurut Provinsi (Persen), 1993 - 2024","Persentase Rumah Tangga yang Memiliki Akses terhadap Sumber Air Minum Layak Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/845/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Status Kepemilikan Bangunan Tempat Tinggal yang Ditempati Milik Sendiri (Persen), 2009 - 2024","Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Status Kepemilikan Bangunan Tempat Tinggal yang Ditempati Milik Sendiri (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/836/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses terhadap Sanitasi Layak Menurut Provinsi dan Klasifikasi Desa (Persen), 2009 - 2024","Persentase Rumah Tangga yang Memiliki Akses terhadap Sanitasi Layak Menurut Provinsi dan Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/834/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Status Kepemilikan Rumah Kontrak/Sewa (Persen), 2009 - 2024","Persentase Rumah Tangga menurut Provinsi, Klasifikasi Desa, dan Status Kepemilikan Rumah Kontrak/Sewa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/663/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses terhadap Sumber Air Minum Layak Menurut Provinsi dan Klasifikasi Desa (Persen), 2009 - 2024","Persentase Rumah Tangga yang Memiliki Akses terhadap Sumber Air Minum Layak Menurut Provinsi dan Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/854/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses Terhadap Layanan Sanitasi Layak Menurut Kuintil Pengeluaran (Persen), 2015 - 2024","Persentase Rumah Tangga yang Memiliki Akses Terhadap Layanan Sanitasi Layak Menurut Kuintil Pengeluaran (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1272/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses Terhadap Hunian Yang Layak Menurut Klasifikasi Desa (Persen), 2015 - 2024","Persentase Rumah Tangga yang Memiliki Akses Terhadap Hunian Yang Layak Menurut Klasifikasi Desa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1242/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses Terhadap Hunian Yang Layak Menurut Provinsi (Persen), 2015 - 2024","Persentase Rumah Tangga yang Memiliki Akses Terhadap Hunian Yang Layak Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1241/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi dan Status Kepemilikan Bangunan Tempat Tinggal yang Ditempati Kontrak/Sewa (Persen), 1999 - 2024","Persentase Rumah Tangga menurut Provinsi dan Status Kepemilikan Bangunan Tempat Tinggal yang Ditempati Kontrak/Sewa (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/850/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi dan Status Kepemilikan Bangunan Tempat Tinggal yang Ditempati Milik Sendiri (Persen), 1999 - 2024","Persentase Rumah Tangga menurut Provinsi dan Status Kepemilikan Bangunan Tempat Tinggal yang Ditempati Milik Sendiri (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/849/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi dan Memiliki Akses terhadap Sanitasi Layak (Persen), 1993 - 2024","Persentase Rumah Tangga menurut Provinsi dan Memiliki Akses terhadap Sanitasi Layak (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/847/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi rumah tangga dengan akses terhadap pelayanan dasar menurut Daerah Tempat Tinggal, 2019 - 2023","Proporsi rumah tangga dengan akses terhadap pelayanan dasar menurut Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2017/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi rumah tangga dengan akses terhadap pelayanan dasar menurut provinsi (Persen), 2019 - 2023","Proporsi rumah tangga dengan akses terhadap pelayanan dasar menurut provinsi (Persen), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2016/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi rumah tangga dengan status kepemilikan rumah milik dan sewa/kontrak menurut jenis kelamin, 2015 - 2023","Proporsi rumah tangga dengan status kepemilikan rumah milik dan sewa/kontrak menurut jenis kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2020/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi rumah tangga dengan status kepemilikan rumah milik dan sewa/kontrak menurut Daerah Tempat Tinggal, 2015 - 2023","Proporsi rumah tangga dengan status kepemilikan rumah milik dan sewa/kontrak menurut Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2019/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi rumah tangga dengan status kepemilikan rumah milik dan sewa/kontrak menurut provinsi, 2015 - 2023","Proporsi rumah tangga dengan status kepemilikan rumah milik dan sewa/kontrak menurut provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2018/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi Rumah Tangga Yang Memiliki Fasilitas Cuci Tangan Dengan Sabun Dan Air Menurut Daerah Tempat Tinggal (Persen), 2015 - 2023","Proporsi Rumah Tangga Yang Memiliki Fasilitas Cuci Tangan Dengan Sabun Dan Air Menurut Daerah Tempat Tinggal (Persen), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1274/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi Rumah Tangga Yang Memiliki Fasilitas Cuci Tangan Dengan Sabun Dan Air Menurut Provinsi (Persen), 2016 - 2023","Proporsi Rumah Tangga Yang Memiliki Fasilitas Cuci Tangan Dengan Sabun Dan Air Menurut Provinsi (Persen), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1273/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi Rumah Tangga Yang Memiliki Akses Terhadap Layanan Sanitasi Layak Menurut Daerah Tempat Tinggal (Persen), 2015 - 2023","Proporsi Rumah Tangga Yang Memiliki Akses Terhadap Layanan Sanitasi Layak Menurut Daerah Tempat Tinggal (Persen), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1270/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Proporsi Rumah Tangga Yang Memiliki Akses Terhadap Layanan Sanitasi Layak (Persen), 2015 - 2023","Proporsi Rumah Tangga Yang Memiliki Akses Terhadap Layanan Sanitasi Layak (Persen), 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1267/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Distribusi Persentase Rumah Tangga Menurut Provinsi dan Bahan Bakar Utama untuk Memasak, 2018 - 2023","Distribusi Persentase Rumah Tangga Menurut Provinsi dan Bahan Bakar Utama untuk Memasak, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/cldOY0VhMHVKbmVQZWQrMmtoVGcwQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Distribusi Persentase Rumah Tangga Menurut Provinsi dan Penggunaan Fasilitas Tempat Buang Air Besar, 2018 - 2023","Distribusi Persentase Rumah Tangga Menurut Provinsi dan Penggunaan Fasilitas Tempat Buang Air Besar, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/cTVzZ3RCWDVnSE9pZEQvOW9XSWZpQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Distribusi Persentase Rumah Tangga Menurut Provinsi dan Sumber Air Minum, 2018 - 2023","Distribusi Persentase Rumah Tangga Menurut Provinsi dan Sumber Air Minum, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/c0Z2WnJQUm5kRzVyOXE2dkJUM1dSQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Distribusi Persentase Rumah Tangga Menurut Provinsi dan Luas Lantai (m2), 2018 - 2023","Distribusi Persentase Rumah Tangga Menurut Provinsi dan Luas Lantai (m2), 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/TFNYdFJuejZQcDMzdU94bitGNG9CUT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga menurut Provinsi dan Luas Hunian per kapita ≤ 7,2 m2 (Persen), 1993 - 2022","Persentase Rumah Tangga menurut Provinsi dan Luas Hunian per kapita ≤ 7,2 m2 (Persen), 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/835/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangan, 2015-2021","Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangan, 2015-2021",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1964/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Fasilitas Tempat Buang Air Besar, 2000-2021","Persentase Rumah Tangga Menurut Provinsi dan Fasilitas Tempat Buang Air Besar, 2000-2021",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1363/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Bahan Bakar Utama untuk Memasak (2) (Persen), 2021","Persentase Rumah Tangga Menurut Provinsi dan Bahan Bakar Utama untuk Memasak (2) (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/843/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangan (Persen), 2015 - 2021","Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangan (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/781/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Status Penguasaan Bangunan Tempat Tinggal (Persen), 2014 - 2021","Persentase Rumah Tangga Menurut Provinsi dan Status Penguasaan Bangunan Tempat Tinggal (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/152/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Bahan Bakar Utama untuk Memasak (Persen), 2001 - 2021","Persentase Rumah Tangga Menurut Provinsi dan Bahan Bakar Utama untuk Memasak (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/150/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Fasilitas Tempat Buang Air Besar (Persen), 2002 - 2021","Persentase Rumah Tangga Menurut Provinsi dan Fasilitas Tempat Buang Air Besar (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/147/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangaan (Persen), 2000 - 2021","Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangaan (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/145/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga Menurut Provinsi dan Luas Lantai (m2) (Persen), 2014 - 2021","Persentase Rumah Tangga Menurut Provinsi dan Luas Lantai (m2) (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/138/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga berdasarkan Jenis Lantai terluas (Persen), 2008 - 2021","Persentase Rumah Tangga berdasarkan Jenis Lantai terluas (Persen), 2021",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/93/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses Terhadap Sanitasi Layak Menurut Provinsi, 2014 - 2021","Persentase Rumah Tangga yang Memiliki Akses Terhadap Layanan Sanitasi Layak Menurut Provinsi, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/TkFMNjl1eC9uUlBMSVdIWmdaZE00UT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Persentase Rumah Tangga yang Memiliki Akses Terhadap Sumber Air Minum Layak Menurut Provinsi, 2014 - 2021","Persentase Rumah Tangga yang Memiliki Akses Terhadap Layanan Sumber Air Minum Layak Menurut Provinsi, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/ME4xN1lOa1hRV3BHcXhZVFRJR1RNZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Distribusi Persentase Rumah Tangga Menurut Provinsi dan Jenis Lantai Terluas, 2018 - 2021","Distribusi Persentase Rumah Tangga Menurut Provinsi dan Jenis Lantai Terluas, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/U29xWGVBMjRYRktHZE1HdlNtTCtRZz09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Distribusi Persentase Rumah Tangga Menurut Provinsi dan Status Penguasaan Bangunan Tempat Tinggal, 2018 - 2021","Distribusi Persentase Rumah Tangga Menurut Provinsi dan Status Penguasaan Bangunan Tempat Tinggal, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/VklTZWpaVk4zZ3VCVGlycHRKVmxwQT09/wilayah/0000000/key/[WebAPI_KEY]
Statistik Demografi dan Sosial,Pemukiman dan Perumahan,"Distribusi Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangan, 2018 - 2021","Distribusi Persentase Rumah Tangga Menurut Provinsi dan Sumber Penerangan, 2021",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2021/id_tabel/UVp1SDFhN25Zek5CMDhyeWdhU1Z1QT09/wilayah/0000000/key/[WebAPI_KEY]
