subjek,kategori,Judul Tabel,WebAPI URL
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-59 Tahun Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1466/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-24 Tahun Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1465/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-24 Tahun Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1464/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-24 Tahun Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1463/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15-24 Tahun Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1462/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15 Tahun ke Atas Menurut Klasifikasi Desa, 2011 - 2024",GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15 Tahun ke Atas Menurut Jenis Kelamin (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1460/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15 Tahun ke Atas Menurut Kuintil Pengeluaran (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1459/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Aksara Penduduk 15 Tahun ke Atas Menurut Provinsi (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1458/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rasio Angka Partisipasi Kasar (APK) Perempuan/Laki-Laki di Tingkat Perguruan Tinggi Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1457/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Klasifikasi Desa dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1456/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rasio Angka Partisipasi Murni (APM) Perempuan/Laki-Laki Menurut Provinsi dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1455/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1446/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1445/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1444/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Perguruan Tinggi (PT) Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1443/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Anak yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1442/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1441/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Anak yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1440/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Anak Yang Mengikuti Pendidikan Anak Usia Dini (PAUD) Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1439/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rata-Rata Lama Sekolah Penduduk Umur 15 Tahun ke Atas Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1432/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rata-Rata Lama Sekolah Penduduk Umur 15 Tahun ke Atas Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1431/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rata-Rata Lama Sekolah Penduduk Umur 15 Tahun ke Atas Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1430/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rata-Rata Lama Sekolah Penduduk Umur 15 Tahun ke Atas Menurut Provinsi, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1429/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1428/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1427/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SMP/sederajat Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1426/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SD/sederajat Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1425/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SD/sederajat Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1424/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SD/sederajat Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1423/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SM/sederajat Menurut Kuintil Pengeluaran, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1343/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SM/sederajat Menurut Klasifikasi Desa, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1342/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) SM/sederajat Menurut Jenis Kelamin, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1339/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) Menurut Provinsi dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/304/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Kasar (APK) Menurut Provinsi dan Jenjang Pendidikan, 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/303/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Buta Aksara Menurut Provinsi dan Kelompok Umur (Persen), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/102/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"[Metode Baru] Harapan Lama Sekolah (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/417/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"[Metode Baru] Rata-rata Lama Sekolah (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/415/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1994/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1990/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Kelompok Pengeluaran, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1988/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1986/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Anak Tidak Sekolah Menurut Jenjang Pendidikan dan Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1984/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Wilayah, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1981/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Komputer, 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1796/th/122/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat partisipasi dalam pembelajaran yang teroganisir (satu tahun sebelum usia sekolah dasar) menurut Daerah Tempat Tinggal, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1992/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Kelompok Pengeluaran, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1983/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Jenis Kelamin, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1982/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Tingkat Penyelesaian Pendidikan Menurut Jenjang Pendidikan dan Provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1980/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Fasilitas Sumber Air Layak , 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1797/th/122/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Listrik , 2022",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1794/th/122/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Raudatul Athfal (RA) di Bawah Kementerian Agama Menurut Provinsi, 2023/2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/SmNxWnFzemcvcUkvdndUbTJGc2RQdz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perguruan Tinggi, Tenaga Pendidik, dan Mahasiswa (Negeri dan Swasta) di Bawah Kementerian Agama Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/dnF4TTdwbEcwbTFHazAwZUtOMVRBQT09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Berumur 15 Tahun ke Atas yang Melek Huruf Menurut Kelompok Umur dan Daerah Tempat Tinggal, 2022",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2022/id_tabel/NTVUaUI4bDNBR1NpZDFLZTBISStpdz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) dan Angka Partisipasi Kasar (APK) Menurut Jenjang Pendidikan, 2015 - 2022",GAGAL_MENGAMBIL_DATA
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Usia 7–24 Tahun Menurut Jenis Kelamin, Kelompok Umur Sekolah, dan Partisipasi Sekolah1, 2022",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2022/id_tabel/QmZheG9BZGdza0FBVkRJakpGZENmZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Aliyah (MA) di Bawah Kementerian Agama Menurut Provinsi, 2023/2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/UE1YYmk0TnR5TnoycHlYbzNnbkFIZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Tsanawiyah (MTs) di Bawah Kementerian Agama Menurut Provinsi, 2023/2024",https://webapi.bps.go.id/v1/api/interoperabilitas/datasource/simdasi/id/25/tahun/2023/id_tabel/Uys0Mk9kelpxamVmMUYrMkRHSFcyZz09/wilayah/0000000/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Umur 10 Tahun ke Atas yang Tidak/Belum Pernah Sekolah Menurut Provinsi, Klasifikasi Desa, dan Jenis Kelamin, 2009-2023",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1611/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Usia 7-24 Tahun Menurut Jenis Kelamin, Kelompok Umur, dan Partisipasi Sekolah, 2002-2023",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1533/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Sekolah (APS) Menurut Provinsi, 2023",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/301/th/123/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Laporan Hasil Ujian Nasional SMP, SMA, dan SMK",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1971/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,Statistik Pendidikan Tahunan,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/2008/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Sekolah dengan Akses Fasilitas Toilet Terpisah, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1798/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) (40% Ke Bawah), Menurut Daerah Tempat Tinggal (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1579/th/119/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) (40% Ke Bawah), Menurut Jenis Kelamin (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1583/th/119/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Partisipasi Murni (APM) Penduduk kelompok pengeluaran 40% terbawah Menurut Provinsi (Persen), 2019",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1486/th/119/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perdesaan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/537/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perkotaan+Perdesaan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/538/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Guru TK, SD, SMP, SMA, dan SLB Bersertifikasi Pendidik, Persentase Guru Berkualifikasi Minimal S1 pada Satuan Tingkat Pendidikan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1799/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Penduduk Berumur 10 Tahun ke Atas menurut Jenis Kelamin dan Ijazah/STTB Tertinggi yang dimiliki, Perkotaan (Persen), 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/535/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Angka Melek Huruf (Persen), 2013",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/4/th/113/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Rata-Rata Lama Sekolah (Tahun), 2013",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/5/th/113/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Desa yang Memiliki Fasilitas Sekolah Menurut Provinsi dan Tingkat Pendidikan, 2018",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/205/th/118/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Data Anggaran Pendidikan dari Direktorat PAPBN, Kementrian Keuangan",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1967/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Guru Berkualifikasi Minimal S1 Pada Satuan Tingkat Pendidikan (Persen), 2012/2013 - 2016/2017",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/2007/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Hasil Akreditasi Menurut Jenjang Sekolah dan Peringkat Akreditasi, 2015",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1421/th/115/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase SD/MI berakreditasi minimal B dan Persentase SMP/MTS berakreditasi minimal B, 2016",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1419/th/116/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Proporsi Anak Kelas 4 SD yang Mencapai Standar Kemampuan Minimum Dalam Membaca dan Matematika, 2017",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/1417/th/117/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Ibtidaiyah (MI) di Bawah Kementrian Agama Menurut Provinsi 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1811/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Atas (SMA) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1837/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Pertama (SMP) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1835/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Berumur 5 Tahun Ke Atas Menurut Golongan Umur, Daerah Tempat Tinggal, dan Partisipasi Sekolah, 2000-2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1532/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Persentase Penduduk Berumur 15 Tahun Ke Atas yang Melek Huruf Menurut Golongan Umur dan Daerah Tempat Tinggal, 2000-2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1531/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perguruan Tinggi 1, Mahasiswa, dan Tenaga Edukatif (Negeri dan Swasta) di Bawah Kementrian Agama Menurut Provinsi 2013/2014 - 2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1840/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Aliyah (MA) di Bawah Kementerian Agama Menurut Provinsi, tahun ajaran 2005/2006-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1534/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Madrasah Tsanawiyah (MTs) di Bawah Kementrian Agama Menurut Provinsi tahun ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1836/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Dasar (SD) di Bawah Kementerian Pendidikan dan Kebudayaan Menurut Provinsi Tahun Ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1810/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Sekolah Menengah Kejuruan (SMK) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi tahun ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1838/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Sekolah, Guru, dan Murid Taman Kanak-Kanak (TK) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi tahun ajaran 2011/2012-2015/2016",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1809/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,Indeks Integritas Ujian Nasional,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1972/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,"Jumlah Perguruan Tinggi , Mahasiswa, dan Tenaga Edukatif (Negeri dan Swasta) di Bawah Kementrian Pendidikan dan Kebudayaan Menurut Provinsi 2013/2014-2014/2015",https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1839/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Pendidikan,Pembangunan Fasilitas Pendidikan,https://webapi.bps.go.id/v1/api/view/domain/0000/model/statictable/lang/ind/id/1530/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Kesehatan,"Angka Harapan Hidup (AHH) Menurut Kabupaten/Kota dan Jenis Kelamin (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/455/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Kesehatan,"Angka Harapan Hidup (AHH) Menurut Provinsi dan Jenis Kelamin (Tahun), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/501/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Kesehatan,"Umur Harapan Hidup saat lahir menurut Jenis Kelamin (menggunakan UHH hasil SP2020 LF), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2270/th/124/key/921504506b78d644648e514971ac0d28
Statistik Demografi dan Sosial,Kesehatan,"Angka Harapan Hidup (AHH) Menurut Provinsi dan Jenis Kelamin (menggunakan UHH hasil SP2020 LF), 2024",https://webapi.bps.go.id/v1/api/list/model/data/lang/ind/domain/0000/var/2273/th/124/key/921504506b78d644648e514971ac0d28
